Id,Original Sentence,Corrected Sentence
419,"Günümüzde, ben çok mutsuz doktor ve mühendis gördüm hatta onlar çok para kazanıp zengin oldular çünkü sevdiği meslek seçmediler ve onların işlerini hep ağır oldukleri söyliyorlar ve bu şikayetleri onların hayatlarına yansıyor bu yüzden hep mutsuz olurlar.",Günümüzde ben çok mutsuz doktor ve mühendis gördüm. Hatta onlar çok para kazanıp zengin olmuşlar çünkü sevdiği mesleği seçmemişler. Ayrıca   işlerinin hep ağır olduğunu söylüyorlar ve bu şikayetleri onların hayatlarına yansıyor. Bu yüzden hep mutsuz oluyorlar.
468,Sosyal Medya gelir gelmez butun hayat değiştirdi.,Sosyal medya ortaya çıkar çıkmaz bütün hayatı değiştirdi.
467,Ben de hayallerim var.,Benim de hayallerim var.
463,Sosyal medya sayesinde olaylar olduğunda biz bilebiliyoruz.,Sosyal medya sayesinde olaylar meydana geldiğinde   haber alabiliyoruz.
503,ʺSağlıklı bedende sağlıklı da ruh vardırʺ.,"ʺSağlıklı bedende sağlıklı   ruh vardır."""
498,Çünkü şimdi Türkçe'ye gayet iyi bilirim.,Çünkü şimdi Türkçeyi gayet iyi biliyorum.
481,İnsan her ne kadar dil bilirse hayatta o kadar başarılar kazanır.,İnsan   ne kadar çok dil bilirse hayatta o kadar çok başarı kazanır.
452,İlk olarak kendine sevdiği ve yetenekli olduğu işi tercih edenler iş hayatları ve sosyal hayatlarından bahsedeyim.,İlk olarak   sevdiği ve yetenekli olduğu işi tercih edenlerin iş hayatları ve sosyal hayatlarından bahsedeyim.
488,Eğer bir yurtte kalırsan hayattın daha kolay olacak ve çok vakit kazanacaksın.,Eğer bir yurtta kalırsan hayatın daha kolay olacak ve çok vakit kazanacaksın.
431,"Eğer bir insan iki dili biliyorsa demek o insan öğrendiği iki dilinde kültürünü devletini, konuşmasını biliyordur.","Eğer bir insan iki dil biliyorsa demek o insan öğrendiği ikinci dilin de kültürünü, ülkesini, sohbetini biliyor."
425,"O zaman, öyle bir benzetme ortaya çıktı ki, iki dil bildiği zaman iki yabancı ile konuşabilir ve iki insan gibi olabilir.","O zaman öyle bir benzetme ortaya çıktı ki, bir insan iki dil bildiği zaman iki yabancı ile konuşabilir ve iki insan gibi olabilir."
415,Yalnız karalarımız farklı olabilir.,Yalnız kararlarımız farklı olabilir.
467,Sonra ne dur?,Sonra ne olur?
465,Birinci eş seçeneği.,Birincisi eş seçimi.
485,"Diğer taraftan, çok gezen insan da çok bilgi alır ve farklı insanlar, kültürler ve dünyalarla buluşur.","Diğer taraftan, çok gezen insan da çok bilgi edinir ve farklı insanlar, kültürler ve dünyalarla buluşur."
435,"Başka ülkede yaşayarak bunu anladım, çünkü kitaplardan ve televizyon haberlerden gerçeği çok farklıdır.","Başka ülkede yaşayarak bunu anladım, çünkü gerçek kitaplardan ve televizyon haberlerinden çok farklıdır."
392,"Şimdi, babam ve annem çok harika bir iş buldular.",Şimdi babam ve annem çok harika bir iş buldular.
447,"Yer yüzünün sıcaklaşması, havanın kirliliği, hayvanların neslinin tükenmesi, yoksulluk plastik ürünların çoğalması ve diğerler gibi.","Yeryüzünün sıcaklaşması, hava kirliliği, hayvan nesillerinin tükenmesi, yoksulluk, plastik ürünlerin çoğalması ve diğerleri gibi."
437,Bazen bir konuyu kendi praktik yöntemleriyle araştırmak daha faydalıdır.,Bazen bir konuyu kendi pratik yöntemlerle araştırmak daha faydalıdır.
468,Herkes birbirinin arkasında köşuyor ve düşünmeden takip ediyor.,Herkes birbirinin peşinden koşuyor ve düşünmeden takip ediyor.
491,İnsanlar hayatta yapacakları çok var.,İnsanların hayatta yapacakları çok iş var.
449,Ama bazıları bilmiyor çünkü meslek seçerken önemli seylere dikkat etmez.,Ama bazıları bunun farkında değil çünkü meslek seçerken önemli şeylere dikkat etmezler.
447,Bence bu konular hepsi çok önemlidiler ve onları çözmesi gereklidir.,Bence bu konuların hepsi çok önemlidir ve onları çözmek gereklidir.
398,Güzel bir dünyada yaşamak istemesine rağmen çoğu insan dünya'yi daha iyi olmak için hiç yapmıyorlar.,Güzel bir dünyada yaşamak istemesine rağmen çoğu insan dünyanın daha iyi olması için hiçbir şey yapmıyor.
469,Geç olmadan sağlımıza gereken önemi vermedi ve sağlıklı kontrolerimizi aksatmamalıyız.,Geç olmadan sağlığımıza gereken önemi vermeli ve sağlık kontrollerimizi aksatmamalıyız.
428,Ben de üniversiteyi kazandığımda senin gibi kararsızıydım.,Ben de üniversiteyi kazandığımda senin gibi kararsızdım.
862,Zaten biz ve ruhumuz mutlu ve neşeli olursa bence başarıyı yakalamışız demektir.,Zaten ruhumuz ile biz mutlu ve neşeli olursak bence başarıyı yakalamışız demektir.
455,Tabi bunun tam aksini yapan insanlarda var.,Tabii bunun tam aksini yapan insanlar da var.
391,Arkadaşım bana tamam kibirli olmak çok kötü bir şey ʺtabi ki kibirli olmayacağımʺ bana dedi ama ben ders çalışmamasma rağmen başarlı olacağım ben ona ʺBüyük lukma ye büyük söz söylemeʺ dedim çünkü başarılı olmak için çok iyi bir şekilde çalışmalıyız.,"Arkadaşım bana ""Tamam kibirli olmak çok kötü bir şey, tabii ki kibirli olmayacağım   ama ben ders çalışmasam da başarılı olacağıolacağım."" dedi. Ben ona ʺBüyük lokma ye, büyük söz söyleme."" dedim çünkü başarılı olmak için çok iyi bir şekilde çalışmalıyız."
413,"Karakter olarak, fiziksel olarak bide konuşma olarak adam çok değişti.","Karakter olarak, fiziksel olarak bir de konuşma olarak adam çok değişti."
481,Havalanına birini aramak için bir Polisten yardım istedim.,Havaalanında birini bulmak için bir polisten yardım istedim.
456,“Memento Mori” – yani “Ölümü hatırla” benim için sadece sözlerden daha anlamlı ve önemlidir.,"“Memento Mori"", yani “Ölümü hatırla” benim için tek bir sözden daha anlamlı ve önemlidir."
485,"Bunun için çok okuyan ınsanlar, her zaman “mürekkep yalamış” diyoruz.",Bunun için çok okuyan insanlara her zaman “mürekkep yalamış” diyoruz.
430,Yani başka bir ülkede kim bilir nasıl insanlarla buluşacaksın.,Yani başka bir ülkede kim bilir nasıl insanlarla karşılaşacaksın.
468,Bu yüzden insanın sağlığı günbe gün harab oluyor.,Bu yüzden insanın sağlığı günbegün harap oluyor.
389,Kendi amaçların ulaşarak başarılı oluyorlar.,İnsanlar kendi amaçlarına ulaşarak başarılı oluyorlar.
429,"Öğrenim, ben üç yabancı dil iyi biliyorum ve benim hayatım çok faklı.","Örneğin, ben üç yabancı dili iyi biliyorum ve benim hayatım çok farklı."
865,Her kitabın bir hikâyesi vardır ve onun yazarın da bir hikâyesi vardır.,Her kitabın bir hikâyesi vardır ve onun yazarının da bir hikâyesi vardır.
495,"Unutma, ilk geldiğin zaman herhangi seçenek seçiyorsun zor olacak.","Unutma, ilk geldiğin zaman seçeneklerden herhangi seçmen zor olacak."
867,"Her gün sabahda erken kalkar, isine gider ama o kadar işini sever ki hiç yorgun hissetmez hiç sıkıltmaz, tüm tersi işini yaparken mutlu olur.","Her gün sabah erken kalkar, işine gider ama o kadar işini sever ki hiç yorgun hissetmez, hiç sıkılmaz, tam tersi işini yaparken mutlu olur."
396,"Eğer insan kibirli olsa, kimse o ile dost ve arkadaş olmak istemezler.",Eğer insan kibirli olursa kimse onun ile dost ve arkadaş olmak istemez.
437,Dahası herşey kitaplarda bulamazsın.,Dahası her şeyi kitaplarda bulamazsın.
423,Ama yurttın olumsuz yönleri vardır.,Ama yurdun olumsuz yönleri vardır.
452,Diğer tarafta da daha fazla para kazanacağı ve sevmediği işi yapanlar da var.,Diğer taraftan da daha fazla para kazanacağı ve sevmediği işi yapanlar da var.
466,"Ben, icat yapan ve insanlığa hizmet eden kişilerin hayatını okudum onların diğer kişilerden farkı yoktur.","Ben, icat yapan ve insanlığa hizmet eden kişilerin hayatını okudum, onların diğer kişilerden farkı yoktur."
419,Bundan dolayı insanların çoğu 17 ye da 18 yaşı ulaşınca iyi bir meslek seçmeye başlarlar.,Bundan dolayı insanların çoğu 17 ya da 18 yaşına ulaşınca iyi bir meslek seçmeye başlar.
401,Çoğu insanlar hoşgörülü birini görürken gözlerini parlıyor ve bazıleri onlara abayayı yakıyorlar.,Çoğu insan hoşgörülü birini görünce gözleri parlıyor ve bazıları onlara abayı yakıyorlar.
491,Peki nasıl olacak?,Peki bu nasıl olur?
390,Onlar para kullanarak gününü gün ederlermiş.,Onlar para harcayarak gününü gün ederlermiş.
481,İnsan farklı bir ülkede eğitim görmek amacıyla gelirse o ülkenin dilini okuyup öğrenmesi gerekiyor.,İnsan farklı bir ülkeye eğitim görmek amacıyla gelecekse o ülkenin dilini   öğrenmesi gerekiyor.
456,"Kimileri için belki 23 yıl kız küçüktür, kimileri için ise büyük, onu bilmiyorum fakat ben bu yaşta böyle yaşıyorum, kendime her gün bu soruyu soruyorum: “Ya bugün ölsem?","Kimileri için belki 23 yaşındaki kız küçüktür, kimileri için ise büyük, onu bilmiyorum fakat ben bu yaşta böyle yaşıyorum, kendime her gün şu soruyu soruyorum: “Ya bugün ölsem?"
463,teknoloji ilerlemesi için sosyal medya da ilerliyor.,Teknoloji ilerlediği için sosyal medya da ilerliyor.
392,Ben ikinci çocuk ben üç kardeşim var.,Ben ikinci çocuğum benim üç kardeşim var.
407,Şansın başaradaki katkısı 1 % dir.,Şansın başarıdaki katkısı %1'dir.
399,"Amerikanın teknolojisi her zaman iyileşmektedir Sonuç olarak, dünyadaki barış çok önemlidir.","Amerika'nın teknolojisi her zaman iyileşmektedir. Sonuç olarak, dünyada barış olması çok önemlidir."
493,İlk olarak ne yiyeceksın ve ne zaman temizlik yapacaksın hiç düşünmiyorsun.,İlk olarak ne yiyeceğini ve ne zaman temizlik yapacağını hiç düşünmüyorsun.
420,Hayatımızı Yolu Çocukken herkes bize soryordu: “Büyük olduğun zaman ne olmak istiyorsun?,Hayat Yolumuz Çocukken herkes bize soryordu: “Büyük olduğun zaman ne olmak istiyorsun?
435,"Bilim adamlar da bunun için ʺYeni icat bulmak istersen, yeni yer bulʺ demişti.",Bilim adamları da bunun için ʺYeni icat bulmak istersen yeni bir yer bul. demişti.
419,"Bence, her insan onun mesleği seçmeden önce kendini iyice tanımalı ve onun yetenkleri neler bilmeli sonra sonuçlara göre sevdiği meslek seçmeli çünkü mutluluk sevdiğimiz işten başlar.","Bence, her insan   mesleğini seçmeden önce kendini iyice tanımalı ve   yeteneklerini   bilmeli, sonra bunlara bakarak sevdiği mesleği seçmeli çünkü mutluluk sevdiğimiz işle başlar."
436,Ben de aynı sıkıntı yaşadım ama verdiğim karar şimdi çok memnunum.,Ben de aynı sıkıntıyı yaşadım ama verdiğim karardan şimdi çok memnunum.
421,Bazı insanlar için toplum içinde konuşmak için çok kolay ama şunu unutmamalıyız ki her insanın düşünce ve yaşam tarzı aynı değil.,Bazı insanlar için topluluk önünde konuşmak   çok kolay ama şunu unutmamalıyız ki her insanın düşünce ve yaşam tarzı aynı değil.
485,"Evet, o da eğitimlidir, ama kitap okuyan insanın kadar bilgili olmadığını düşünüyorum.","Evet, o da eğitimlidir ama kitap okuyan insan kadar bilgili olmadığını düşünüyorum."
457,Öncelikle karar vermene çok sevindim inşallah hakkında en hayırlısı olur.,"Öncelikle karar vermene çok sevindim, inşallah hakkında en hayırlısı olur."
437,Bu sebebiyle bana göre çok yer gezen insan çok kitap okuyanlara karşın daha bilgilidir.,Bu sebeple bana göre çok yer gezen insan çok kitap okuyanlara göre daha bilgilidir.
480,"Diğer kültürler, onun gelenekleri, yaşam tarzları, dili tanımak bize sadece iyimser ve büyük fırsatlar veriyor.","Diğer kültürleri, onların geleneklerini, yaşam tarzlarını, dillerini tanımak bize     büyük fırsatlar veriyor."
427,"Yer gezen insan ülkelere gitmeyi seven, yeni insanlarla tanışan, çok ilginç ve insanlardan farklı olan bir kişidir.","Gezen insan ülkelere gitmeyi seven, yeni insanlarla tanışan, çok ilginç ve diğer insanlardan farklı olan bir kişidir."
448,"Çünkü orada her şeyin var mesela aile, arkadaş ve yerler.","Çünkü orada her şeyin var, mesela ailen, arkadaşların ve bildiğin yerler."
449,Günümüzde böyle bir insan çok var.,Günümüzde böyle   insanlar çok var.
488,Ben yurtta kalmak seçtim hem vakit kazanmak için hemde para için.,Ben yurtta kalmayı seçtim hem vakit kazanmak için hem de para tasarrufu yapmak için.
477,"Maalesef son yıllarda, kitabı önemsemeyen insanların sayısı oldukça artıyor.",Maalesef son yıllarda kitabı önemsemeyen insanların sayısı oldukça artmıştır.
503,Sağlıklı bir yaşam için nelere dikkat etmeliyiz.,Sağlıklı Bir Yaşam İçin Nelere Dikkat Etmeliyiz
389,Kaldı ki küçük şeylere çok önem verenler gözunu dört açıkla yapmaz.,Kaldı ki küçük şeylere çok önem verenler gözünü dört açamaz.
391,Birgünde anneme ʺBen gelecekte ünlü bir yazar olacağımʺ dedim annem bana tut ki sen ünlü bir yazar olacaksın ne yapacaksın insanlara nasıl devranacaksın ben anneme ʺEğer ünlü bir yazar olacağım ansanlara iyi bir şekilde davranacaktım ve kibirli olmayacaktımʺ dedim Sonunda başarılı olmak her insan için önemlidir ama başarılı olmamıza rağmen kibirli olmamalıyız çünkü kibirli olmak kötü bir şey ve hepimiz insanız yanı kibirli olmamıza gerek yok.,"Bir gün anneme ʺBen gelecekte ünlü bir yazar olacağım."" dedim. Annem bana ""Tut ki sen ünlü bir yazar oldun. Ne yapacaksın? İnsanlara nasıl davranacaksın?"" diye sordu. Ben anneme ʺEğer ünlü bir yazar olursam insanlara iyi bir şekilde davranacağım ve kibirli olmayacağım."" dedim. Sonuç olarak başarılı olmak her insan için önemlidir ama başarılı olsak da kibirli olmamalıyız çünkü kibirli olmak kötü bir şey ve hepimiz insanın, yani kibirli olmamıza gerek yok."
449,Meslek seçtiğı zaman hobilerimize dikkat etmelidık.,Meslek seçtiğimiz zaman hobilerimize dikkat etmeliyiz.
412,"Geçmişte kalmaya değil de, gelişmeye, yeni çağla uzlaşmaya yardım eder.","Geçmişte kalmaya değil de gelişmeye, yeni çağla uzlaşmaya yardım eder."
415,Bu az ve çok olma da karşi tarafa bağılıdır.,Bu azalma ve artma da karşı tarafa bağlıdır.
448,Altıncı çok para kazanabilirsin çünkü yurt dışında hayat çok zor değil.,Altıncısı çok para kazanabilirsin çünkü yurt dışında hayat çok zor değil.
458,"Tarih boyunca insanlar zaman için isimler buluyorlar: dakika, saat, gün, hafta...","Tarih boyunca insanlar zaman için farklı isimler bulmuşlardır: dakika, saat, gün, hafta..."
433,Bunun üstüne de evde sürekli temizlikle ilgilenmen gerekiyor.,Üstelik de evde sürekli temizlikle ilgilenmen gerekiyor.
415,Bir atasözü şöyle diyor ʺHuylu huyundan vazgeçmezʺ.,"Bir atasözü şöyle diyor: ʺHuylu huyundan vazgeçmez."""
453,Onların işlerin rahat olabilir.,Onların işleri rahat olabilir.
503,Üçüncü: Sigara ve alkol içme!,Üçüncüsü sigara ve alkol içmemek!
405,"ayrıca bu zamanlarda olduğu çatışmaları ve insan yitirmesinin sayısı artması bakımından tıp ve sağlık kuruluşlarında çalışmak insanları yardım ederek, en önemli mesleklerden biridir.","Ayrıca bu zamanlarda olan çatışmalar ve artan can kaybı bakımından tıp ve sağlık kuruluşlarında çalışarak insanlara yardım etmek, en önemli mesleklerden biridir."
479,"Yurtta yeni arkadaşların olur, daha güvenli hissedersin, çünkü ister istemez dışarıda gecenin yarısına kadar kalabilirsin.","Yurtta yeni arkadaşların olur, daha güvenli hissedersin çünkü   dışarıda gece yarısına kadar kalabilirsin."
457,"Seninde dediğin gibi ikiside çok iyi üniversiteler ama kendi bakış açımı söylemek gerekirse “Geleceğin Mimarlık Üniversitesini” seç, neden diye sorarsan, en önemlisi sana yakın ve ücreti açısından diğer üniversiteye gidersen daha büyük masrafların olacak, yurt ve geçim ücretleri o yüzden bu yapacağın masrafları sana yakın üniversitenin ücretine eklersin hem daha rahat olur sana, ve çok faydalı bir yanıda var yurt dışında öğrenime devam etme ve çalışma imkan sunuyor, seninde bildiğin üzere ülkemizde iş imkanları çok kısıtlı bu yüzden sana tavsiyem “Geleceğin Mimarlık Üniversitesini” tercih et. Sana güvenim tam İnşallah çok başarılı bir mimar olacaksın.","Senin de dediğin gibi ikisi de çok iyi üniversiteler ama kendi bakış açımı söylemem gerekirse Geleceğin Mimarlık Üniversitesini seç. Neden diye sorarsan en önemlisi sana yakın ve ücreti açısından daha avantajlı olması. Diğer üniversiteye gidersen daha fazla masrafın olacak, yurt ve geçim parasını ödeyeceksin. O yüzden yapacağın bu  masrafları sana yakın olan üniversitenin ücretine eklersin böylece daha rahat ederin. AyrıAyrıca Geleceğin Mimarlık Üniversitesinin çok faydalı bir yanı daha var. Bu üniversite yurt dışında öğrenime devam etme ve çalışma imkanı sunuyor. Senin de bildiğin üzere ülkemizde iş imkanları çok kısıtlı, bu yüzden sana tavsiyem Geleceğin Mimarlık Üniversitesini tercih et. Sana güvenim tam. İnşallah çok başarılı bir mimar olacaksın."
